memory_system,model,model_label,scale,s,s_label,key,question_id,question_type,question_type_short,success,retrieval_calls,pass_at_b2,p_budget_exhausted,p_wrong_within_budget,api_calls,prompt_tokens,completion_tokens,total_tokens,stopped_by
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:edced276_abs,edced276_abs,,unknown,True,6,False,True,False,6,181798,143,181941,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eeda8a6d,eeda8a6d,,unknown,False,6,False,True,False,6,255214,165,255379,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:eeda8a6d_abs,eeda8a6d_abs,,unknown,True,6,False,True,False,6,142623,150,142773,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ef66a6e5,ef66a6e5,,unknown,False,6,False,True,False,6,178914,130,179044,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:ef9cf60a,ef9cf60a,,unknown,False,6,False,True,False,6,152557,136,152693,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:efc3f7c2,efc3f7c2,,unknown,True,6,False,True,False,6,233322,159,233481,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f0853d11,f0853d11,,unknown,True,6,False,True,False,6,342594,140,342734,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f0e564bc,f0e564bc,,unknown,True,6,False,True,False,6,307541,199,307740,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f35224e0,f35224e0,,unknown,False,6,False,True,False,6,228739,281,229020,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f4f1d8a4,f4f1d8a4,,unknown,True,1,True,False,False,1,29631,23,29654,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f4f1d8a4_abs,f4f1d8a4_abs,,unknown,True,6,False,True,False,6,213153,156,213309,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f523d9fe,f523d9fe,,unknown,True,1,True,False,False,1,31674,21,31695,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f685340e,f685340e,,unknown,False,6,False,True,False,6,235697,176,235873,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f685340e_abs,f685340e_abs,,unknown,False,6,False,True,False,6,182061,179,182240,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f8c5f88b,f8c5f88b,,unknown,True,6,False,True,False,6,175530,110,175640,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:f9e8c073,f9e8c073,,unknown,True,1,True,False,False,1,37879,20,37899,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:faba32e5,faba32e5,,unknown,True,6,False,True,False,6,217179,128,217307,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fca70973,fca70973,,unknown,True,4,False,True,False,4,174923,127,175050,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fca762bc,fca762bc,,unknown,True,1,True,False,False,1,20413,29,20442,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:fea54f57,fea54f57,,unknown,True,1,True,False,False,1,30474,30,30504,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_0a05b494,gpt4_0a05b494,,unknown,False,6,False,True,False,6,331460,158,331618,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_0b2f1d21,gpt4_0b2f1d21,,unknown,True,6,False,True,False,6,318530,182,318712,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_15e38248,gpt4_15e38248,,unknown,False,6,False,True,False,6,135513,211,135724,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_18c2b244,gpt4_18c2b244,,unknown,False,6,False,True,False,6,360214,220,360434,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1916e0ea,gpt4_1916e0ea,,unknown,False,6,False,True,False,6,338864,169,339033,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_194be4b3,gpt4_194be4b3,,unknown,False,6,False,True,False,6,160173,151,160324,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1a1dc16d,gpt4_1a1dc16d,,unknown,True,6,False,True,False,6,273320,101,273421,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1d4ab0c9,gpt4_1d4ab0c9,,unknown,True,6,False,True,False,6,339802,145,339947,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1d80365e,gpt4_1d80365e,,unknown,True,6,False,True,False,6,236458,175,236633,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1e4a8aeb,gpt4_1e4a8aeb,,unknown,True,6,False,True,False,6,311696,136,311832,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_1e4a8aec,gpt4_1e4a8aec,,unknown,False,6,False,True,False,6,209599,164,209763,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_213fd887,gpt4_213fd887,,unknown,False,6,False,True,False,6,319791,204,319995,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_21adecb5,gpt4_21adecb5,,unknown,False,6,False,True,False,6,351202,123,351325,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2312f94c,gpt4_2312f94c,,unknown,False,6,False,True,False,6,377581,139,377720,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2487a7cb,gpt4_2487a7cb,,unknown,False,6,False,True,False,6,358286,156,358442,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2655b836,gpt4_2655b836,,unknown,False,6,False,True,False,6,192708,206,192914,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2ba83207,gpt4_2ba83207,,unknown,False,6,False,True,False,6,195081,158,195239,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2c50253f,gpt4_2c50253f,,unknown,False,6,False,True,False,6,190683,152,190835,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2d58bcd6,gpt4_2d58bcd6,,unknown,False,6,False,True,False,6,286491,193,286684,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2f56ae70,gpt4_2f56ae70,,unknown,False,6,False,True,False,6,168696,114,168810,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2f584639,gpt4_2f584639,,unknown,True,6,False,True,False,6,237849,211,238060,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2f8be40d,gpt4_2f8be40d,,unknown,False,6,False,True,False,6,202919,149,203068,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_2f91af09,gpt4_2f91af09,,unknown,False,6,False,True,False,6,268532,210,268742,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_31ff4165,gpt4_31ff4165,,unknown,False,6,False,True,False,6,187130,167,187297,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_372c3eed,gpt4_372c3eed,,unknown,False,6,False,True,False,6,209972,205,210177,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_372c3eed_abs,gpt4_372c3eed_abs,,unknown,True,6,False,True,False,6,208111,195,208306,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_385a5000,gpt4_385a5000,,unknown,False,6,False,True,False,6,318589,144,318733,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_45189cb4,gpt4_45189cb4,,unknown,False,6,False,True,False,6,198923,161,199084,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_468eb063,gpt4_468eb063,,unknown,True,6,False,True,False,6,283728,101,283829,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_468eb064,gpt4_468eb064,,unknown,False,6,False,True,False,6,207624,154,207778,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_483dd43c,gpt4_483dd43c,,unknown,True,6,False,True,False,6,297882,148,298030,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4929293a,gpt4_4929293a,,unknown,False,6,False,True,False,6,335887,125,336012,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4929293b,gpt4_4929293b,,unknown,False,6,False,True,False,6,155820,200,156020,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4cd9eba1,gpt4_4cd9eba1,,unknown,True,6,False,True,False,6,252488,180,252668,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4edbafa2,gpt4_4edbafa2,,unknown,True,6,False,True,False,6,157833,163,157996,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4ef30696,gpt4_4ef30696,,unknown,False,6,False,True,False,6,381617,157,381774,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_4fc4f797,gpt4_4fc4f797,,unknown,False,6,False,True,False,6,346332,146,346478,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_5438fa52,gpt4_5438fa52,,unknown,True,6,False,True,False,6,356343,148,356491,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_5501fe77,gpt4_5501fe77,,unknown,True,6,False,True,False,6,220267,221,220488,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_59149c77,gpt4_59149c77,,unknown,False,6,False,True,False,6,275490,174,275664,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_59149c78,gpt4_59149c78,,unknown,False,6,False,True,False,6,242199,205,242404,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_59c863d7,gpt4_59c863d7,,unknown,False,6,False,True,False,6,275714,175,275889,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_5dcc0aab,gpt4_5dcc0aab,,unknown,True,6,False,True,False,6,208020,107,208127,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_61e13b3c,gpt4_61e13b3c,,unknown,False,6,False,True,False,6,295034,162,295196,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_65aabe59,gpt4_65aabe59,,unknown,False,6,False,True,False,6,277522,161,277683,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_68e94287,gpt4_68e94287,,unknown,False,6,False,True,False,6,312624,105,312729,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_68e94288,gpt4_68e94288,,unknown,False,6,False,True,False,6,190301,220,190521,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_6dc9b45b,gpt4_6dc9b45b,,unknown,True,6,False,True,False,6,195711,143,195854,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_6ed717ea,gpt4_6ed717ea,,unknown,False,6,False,True,False,6,272095,124,272219,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_70e84552,gpt4_70e84552,,unknown,True,6,False,True,False,6,314338,193,314531,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_70e84552_abs,gpt4_70e84552_abs,,unknown,True,6,False,True,False,6,391638,125,391763,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_731e37d7,gpt4_731e37d7,,unknown,True,6,False,True,False,6,291270,229,291499,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_74aed68e,gpt4_74aed68e,,unknown,False,6,False,True,False,6,370917,135,371052,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_76048e76,gpt4_76048e76,,unknown,True,6,False,True,False,6,231814,188,232002,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_78cf46a3,gpt4_78cf46a3,,unknown,True,6,False,True,False,6,295346,182,295528,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7a0daae1,gpt4_7a0daae1,,unknown,False,6,False,True,False,6,257011,99,257110,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7abb270c,gpt4_7abb270c,,unknown,False,6,False,True,False,6,251981,111,252092,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7bc6cf22,gpt4_7bc6cf22,,unknown,False,6,False,True,False,6,243221,176,243397,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7ca326fa,gpt4_7ca326fa,,unknown,False,6,False,True,False,6,295753,112,295865,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7ddcf75f,gpt4_7ddcf75f,,unknown,False,6,False,True,False,6,194244,159,194403,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7de946e7,gpt4_7de946e7,,unknown,True,6,False,True,False,6,348119,169,348288,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7f6b06db,gpt4_7f6b06db,,unknown,False,6,False,True,False,6,222250,178,222428,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_7fce9456,gpt4_7fce9456,,unknown,False,6,False,True,False,6,200070,175,200245,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_8279ba02,gpt4_8279ba02,,unknown,True,6,False,True,False,6,204258,121,204379,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_8279ba03,gpt4_8279ba03,,unknown,False,6,False,True,False,6,222968,250,223218,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_85da3956,gpt4_85da3956,,unknown,True,6,False,True,False,6,188887,171,189058,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_88806d6e,gpt4_88806d6e,,unknown,False,6,False,True,False,6,343453,121,343574,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_8c8961ae,gpt4_8c8961ae,,unknown,False,6,False,True,False,6,258509,157,258666,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_8e165409,gpt4_8e165409,,unknown,False,6,False,True,False,6,253311,161,253472,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_93159ced,gpt4_93159ced,,unknown,False,6,False,True,False,6,204234,163,204397,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_93159ced_abs,gpt4_93159ced_abs,,unknown,True,6,False,True,False,6,175395,170,175565,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_93f6379c,gpt4_93f6379c,,unknown,False,6,False,True,False,6,294950,150,295100,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_98f46fc6,gpt4_98f46fc6,,unknown,True,6,False,True,False,6,240220,144,240364,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_9a159967,gpt4_9a159967,,unknown,True,6,False,True,False,6,254313,217,254530,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_a1b77f9c,gpt4_a1b77f9c,,unknown,False,6,False,True,False,6,239762,275,240037,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_a2d1d1f6,gpt4_a2d1d1f6,,unknown,True,2,True,False,False,2,65998,33,66031,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_a56e767c,gpt4_a56e767c,,unknown,False,6,False,True,False,6,276586,176,276762,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_ab202e7f,gpt4_ab202e7f,,unknown,False,6,False,True,False,6,218850,167,219017,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_af6db32f,gpt4_af6db32f,,unknown,True,6,False,True,False,6,203633,125,203758,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_b0863698,gpt4_b0863698,,unknown,True,1,True,False,False,1,32329,9,32338,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_b4a80587,gpt4_b4a80587,,unknown,False,6,False,True,False,6,258791,177,258968,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_b5700ca0,gpt4_b5700ca0,,unknown,False,6,False,True,False,6,183846,113,183959,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_b5700ca9,gpt4_b5700ca9,,unknown,True,1,True,False,False,1,21886,9,21895,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_c27434e8,gpt4_c27434e8,,unknown,True,6,False,True,False,6,307298,155,307453,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_c27434e8_abs,gpt4_c27434e8_abs,,unknown,False,6,False,True,False,6,329569,181,329750,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_cd90e484,gpt4_cd90e484,,unknown,False,6,False,True,False,6,162849,186,163035,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d12ceb0e,gpt4_d12ceb0e,,unknown,False,6,False,True,False,6,223313,148,223461,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d31cdae3,gpt4_d31cdae3,,unknown,True,6,False,True,False,6,203230,272,203502,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d6585ce8,gpt4_d6585ce8,,unknown,False,6,False,True,False,6,203804,173,203977,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d6585ce9,gpt4_d6585ce9,,unknown,False,6,False,True,False,6,155364,170,155534,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d84a3211,gpt4_d84a3211,,unknown,False,6,False,True,False,6,242919,142,243061,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_d9af6064,gpt4_d9af6064,,unknown,True,6,False,True,False,6,341625,125,341750,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e05b82a6,gpt4_e05b82a6,,unknown,False,6,False,True,False,6,189746,241,189987,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e061b84f,gpt4_e061b84f,,unknown,False,6,False,True,False,6,289707,143,289850,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e061b84g,gpt4_e061b84g,,unknown,False,6,False,True,False,6,131052,156,131208,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e072b769,gpt4_e072b769,,unknown,True,6,False,True,False,6,237561,175,237736,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e414231e,gpt4_e414231e,,unknown,True,6,False,True,False,6,295279,144,295423,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_e414231f,gpt4_e414231f,,unknown,False,6,False,True,False,6,279026,127,279153,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_ec93e27f,gpt4_ec93e27f,,unknown,True,6,False,True,False,6,203747,231,203978,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_f2262a51,gpt4_f2262a51,,unknown,False,6,False,True,False,6,237427,129,237556,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_f420262c,gpt4_f420262c,,unknown,False,6,False,True,False,6,208575,203,208778,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_f420262d,gpt4_f420262d,,unknown,False,6,False,True,False,6,258030,179,258209,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_f49edff3,gpt4_f49edff3,,unknown,False,6,False,True,False,6,377458,178,377636,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_fa19884c,gpt4_fa19884c,,unknown,False,6,False,True,False,6,371848,159,372007,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_fa19884d,gpt4_fa19884d,,unknown,False,6,False,True,False,6,353094,150,353244,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_fe651585,gpt4_fe651585,,unknown,False,6,False,True,False,6,317941,127,318068,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_2,200,$s_2$,s_2:gpt4_fe651585_abs,gpt4_fe651585_abs,,unknown,True,6,False,True,False,6,264138,178,264316,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:001be529,001be529,,unknown,True,6,False,True,False,6,133173,122,133295,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:00ca467f,00ca467f,,unknown,False,6,False,True,False,6,209838,213,210051,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:0100672e,0100672e,,unknown,False,5,False,True,False,5,119850,95,119945,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:01493427,01493427,,unknown,True,1,True,False,False,1,30346,10,30356,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:031748ae,031748ae,,unknown,True,6,False,True,False,6,189960,210,190170,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:031748ae_abs,031748ae_abs,,unknown,False,6,False,True,False,6,161478,154,161632,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:06878be2,06878be2,,unknown,False,5,False,True,False,5,249986,118,250104,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:06db6396,06db6396,,unknown,False,1,False,False,True,1,23162,19,23181,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:06f04340,06f04340,,unknown,False,6,False,True,False,6,228024,178,228202,budget
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:07741c44,07741c44,,unknown,True,1,True,False,False,1,28731,20,28751,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:07741c45,07741c45,,unknown,True,1,True,False,False,1,33062,22,33084,model
Mem0,openai_qwen3-235b-a22b-instruct-2507,Qwen 235B,s_3,300,$s_3$,s_3:078150f1,078150f1,,unknown,True,6,False,True,False,6,201792,173,201965,budget
