row_id,model_label,qwen_model_id,dataset_name,s,family,question_type_short,success,llm_judge,f1,retrieval_calls,react_steps,context_tokens,qwen_input_price_cny_per_1m,qwen_output_price_cny_per_1m,qwen_chat_prompt_tokens,qwen_chat_completion_tokens,qwen_chat_calls,qwen_chat_cost_cny,qwen_chat_cost_usd_report,q0_corpus_rows,q0_memory_files_indexed_est,q0_embedding_chunks_est,q0_embedding_prompt_tokens_est,q0_embedding_cost_usd_est,q1_query_embedding_prompt_tokens_est,q1_query_embedding_calls_est,q1_query_embedding_cost_usd_est,embedding_cost_usd_est,embedding_model,embedding_cost_basis,judge_model,judge_prompt_tokens,judge_completion_tokens,judge_calls,judge_cost_usd,total_cost_cny_report,total_cost_usd_report,original_runner_total_cost_usd,result_path,source_root
1165,qwen32b,qwen3-32b,s0/longmem_tr/lm_124_a0008,0,longmem_tr,TR,0,0,,2,3,3623,2.0,8.0,7129,114,3,0.01517,0.002219523614443729,2,3,47,19918,0.00039836,5,2,1.0000000000000001e-07,0.00039846,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1272,132,3,0.00027,0.019738790408,0.0028879836144437288,0.00027,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1166,qwen32b,qwen3-32b,s0/longmem_tr/lm_124_a0464,0,longmem_tr,TR,0,0,,2,5,4443,2.0,8.0,16803,320,5,0.036166,0.005291449640077251,2,3,47,19918,0.00039836,5,2,1.0000000000000001e-07,0.00039846,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1536,29,3,0.000248,0.040584424807999994,0.005937909640077251,0.000248,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1167,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0006,0,longmem_tr,TR,0,0,,1,3,2364,2.0,8.0,5600,141,3,0.012328,0.0018037104231286942,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1263,204,3,0.000312,0.0156292084,0.0022867104231286944,0.000312,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1168,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0169,0,longmem_tr,TR,1,1,,1,3,2368,2.0,8.0,5602,143,3,0.012348,0.001806636624334289,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1266,291,3,0.000365,0.0160114528,0.002342636624334289,0.000365,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1169,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0254,0,longmem_tr,TR,0,0,,1,3,2375,2.0,8.0,5598,142,3,0.012332,0.001804295663369813,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1266,214,3,0.000318,0.0156742172,0.0022932956633698134,0.000318,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1170,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0378,0,longmem_tr,TR,0,0,,1,3,2364,2.0,8.0,5598,141,3,0.012324,0.0018031251828875751,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1263,205,3,0.000312,0.0156252084,0.0022861251828875753,0.000312,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1171,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0391,0,longmem_tr,TR,0,0,,1,3,2371,2.0,8.0,5602,142,3,0.01234,0.0018054661438520513,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1266,220,3,0.000322,0.0157095564,0.0022984661438520517,0.000322,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1172,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0442,0,longmem_tr,TR,0,0,,1,3,2362,2.0,8.0,5602,141,3,0.012332,0.001804295663369813,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1263,221,3,0.000322,0.0157015564,0.0022972956633698135,0.000322,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1173,qwen32b,qwen3-32b,s0/longmem_tr/lm_12_a0487,0,longmem_tr,TR,1,1,,1,3,2376,2.0,8.0,5602,141,3,0.012332,0.001804295663369813,1,2,24,8546,0.00017092000000000002,4,1,8e-08,0.00017100000000000004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1260,266,3,0.000349,0.015886096,0.002324295663369813,0.000349,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1174,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0036,0,longmem_tr,TR,1,1,,1,2,1893,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,211,3,0.000313,0.010482711952,0.0015337262175923213,0.000313,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1175,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0173,0,longmem_tr,TR,1,1,,1,2,1899,2.0,8.0,2823,77,2,0.006262,0.0009161935974717621,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,211,3,0.000313,0.010480711952,0.001533433597471762,0.000313,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1176,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0194,0,longmem_tr,TR,1,1,,1,2,1895,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,208,3,0.000312,0.010475877152000001,0.0015327262175923216,0.000312,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1177,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0199,0,longmem_tr,TR,1,1,,1,2,1899,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,212,3,0.000314,0.010489546752,0.0015347262175923215,0.000314,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1178,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0260,0,longmem_tr,TR,1,1,,1,2,1897,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,206,3,0.00031,0.010462207552,0.0015307262175923214,0.00031,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1179,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0284,0,longmem_tr,TR,1,1,,1,2,1895,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,213,3,0.000315,0.010496381552,0.0015357262175923216,0.000315,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1180,qwen32b,qwen3-32b,s0/longmem_tr/lm_130_a0383,0,longmem_tr,TR,1,1,,1,2,1895,2.0,8.0,2824,77,2,0.006264,0.0009164862175923215,2,3,43,15207,0.00030414,5,1,1.0000000000000001e-07,0.00030424,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1245,212,3,0.000314,0.010489546752,0.0015347262175923215,0.000314,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1181,qwen32b,qwen3-32b,s0/longmem_tr/lm_132_a0095,0,longmem_tr,TR,1,1,,1,3,2919,2.0,8.0,6229,183,3,0.013922,0.0020369286592146077,2,3,51,19425,0.0003885,11,1,2.2e-07,0.00038872,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1392,250,3,0.000359,0.019032516656,0.0027846486592146076,0.000359,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1182,qwen32b,qwen3-32b,s0/longmem_tr/lm_132_a0156,0,longmem_tr,TR,1,1,,1,3,2861,2.0,8.0,6137,166,3,0.013602,0.001990109439925089,2,3,51,19425,0.0003885,10,1,2.0000000000000002e-07,0.0003887,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1350,94,3,0.000259,0.01802889996,0.002637809439925089,0.000259,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1183,qwen32b,qwen3-32b,s0/longmem_tr/lm_132_a0168,0,longmem_tr,TR,1,1,,1,3,2877,2.0,8.0,6137,193,3,0.013818,0.002021712412945514,2,3,51,19425,0.0003885,10,1,2.0000000000000002e-07,0.0003887,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1419,254,3,0.000365,0.01896938876,0.002775412412945514,0.000365,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1184,qwen32b,qwen3-32b,s0/longmem_tr/lm_132_a0275,0,longmem_tr,TR,1,1,,1,3,2889,2.0,8.0,6135,197,3,0.013846,0.002025809094633347,2,3,51,19425,0.0003885,10,1,2.0000000000000002e-07,0.0003887,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1431,98,3,0.000273,0.01836858716,0.002687509094633347,0.000273,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1185,qwen32b,qwen3-32b,s0/longmem_tr/lm_132_a0312,0,longmem_tr,TR,1,1,,1,3,2874,2.0,8.0,6137,181,3,0.013722,0.0020076666471586587,2,3,51,19425,0.0003885,10,1,2.0000000000000002e-07,0.0003887,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1392,33,3,0.000229,0.01794385596,0.0026253666471586588,0.000229,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1186,qwen32b,qwen3-32b,s0/longmem_tr/lm_16_a0033,0,longmem_tr,TR,1,1,,1,3,2091,2.0,8.0,5297,132,3,0.01165,0.0017045122022590273,1,2,25,9726,0.00019452,4,1,8e-08,0.00019460000000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1221,33,3,0.000203,0.014367516480000002,0.0021021122022590274,0.000203,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1187,qwen32b,qwen3-32b,s0/longmem_tr/lm_16_a0350,0,longmem_tr,TR,1,1,,1,3,2085,2.0,8.0,5297,132,3,0.01165,0.0017045122022590273,1,2,25,9726,0.00019452,4,1,8e-08,0.00019460000000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1221,101,3,0.000244,0.01464774328,0.002143112202259027,0.000244,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1188,qwen32b,qwen3-32b,s0/longmem_tr/lm_17_a0073,0,longmem_tr,TR,1,1,,1,3,2743,2.0,8.0,6076,177,3,0.013568,0.0019851348978755777,1,2,20,8159,0.00016318000000000002,3,1,6e-08,0.00016324000000000002,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1347,33,3,0.000222,0.016201038352,0.0023703748978755775,0.000222,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1189,qwen32b,qwen3-32b,s0/longmem_tr/lm_22_a0184,0,longmem_tr,TR,1,1,,1,3,2054,2.0,8.0,5205,127,3,0.011426,0.0016717387487563645,1,2,33,12557,0.00025114,2,1,4e-08,0.00025118,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1218,29,3,0.0002,0.014509725064,0.0021229187487563647,0.0002,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1190,qwen32b,qwen3-32b,s0/longmem_tr/lm_22_a0349,0,longmem_tr,TR,1,1,,1,3,2058,2.0,8.0,5205,127,3,0.011426,0.0016717387487563645,1,2,33,12557,0.00025114,2,1,4e-08,0.00025118,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1218,33,3,0.000202,0.014523394664,0.0021249187487563646,0.000202,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1191,qwen32b,qwen3-32b,s0/longmem_tr/lm_25_a0145,0,longmem_tr,TR,0,0,,1,3,6432,2.0,8.0,9681,154,3,0.020594,0.003013109381401065,2,3,44,17824,0.00035648,7,1,1.4e-07,0.00035662,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1371,33,3,0.000225,0.024569256376,0.003594729381401065,0.000225,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1192,qwen32b,qwen3-32b,s0/longmem_tr/lm_25_a0207,0,longmem_tr,TR,0,0,,1,3,6438,2.0,8.0,9683,156,3,0.020614,0.0030160355826066598,2,3,44,17824,0.00035648,7,1,1.4e-07,0.00035662,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1377,33,3,0.000226,0.024596091176,0.00359865558260666,0.000226,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1193,qwen32b,qwen3-32b,s0/longmem_tr/lm_25_a0209,0,longmem_tr,TR,0,0,,1,3,6475,2.0,8.0,9683,193,3,0.02091,0.0030593433604494645,2,3,44,17824,0.00035648,7,1,1.4e-07,0.00035662,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1470,244,3,0.000367,0.025855797976000003,0.003782963360449465,0.000367,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1194,qwen32b,qwen3-32b,s0/longmem_tr/lm_25_a0302,0,longmem_tr,TR,0,0,,2,4,4412,2.0,8.0,11991,168,4,0.025326,0.003705448586644818,2,3,44,17824,0.00035648,12,2,2.4e-07,0.00035672,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1302,143,3,0.000281,0.029684688656,0.0043431685866448175,0.000281,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1195,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0010,0,longmem_tr,TR,0,0,,1,2,1768,2.0,8.0,2679,72,2,0.005934,0.0008682038977000058,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1194,21,3,0.000192,0.008939398256,0.0013079238977000058,0.000192,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1196,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0040,0,longmem_tr,TR,0,0,,1,2,1776,2.0,8.0,2679,72,2,0.005934,0.0008682038977000058,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1194,21,3,0.000192,0.008939398256,0.0013079238977000058,0.000192,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1197,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0298,0,longmem_tr,TR,0,0,,1,2,1788,2.0,8.0,2679,86,2,0.006046,0.0008845906244513372,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1236,25,3,0.0002,0.009106076656,0.0013323106244513372,0.0002,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1198,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0399,0,longmem_tr,TR,0,0,,1,2,1772,2.0,8.0,2680,72,2,0.005936,0.0008684965178205654,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1194,21,3,0.000192,0.008941398256,0.0013082165178205651,0.000192,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1199,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0425,0,longmem_tr,TR,0,0,,1,2,1774,2.0,8.0,2679,72,2,0.005934,0.0008682038977000058,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1194,21,3,0.000192,0.008939398256,0.0013079238977000058,0.000192,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1200,qwen32b,qwen3-32b,s0/longmem_tr/lm_3_a0430,0,longmem_tr,TR,0,0,,1,2,1772,2.0,8.0,2679,72,2,0.005934,0.0008682038977000058,1,2,35,12375,0.0002475,11,1,2.2e-07,0.00024772,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1194,21,3,0.000192,0.008939398256,0.0013079238977000058,0.000192,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1201,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0027,100,longmem_ssa,SSA,1,1,,1,2,1227,2.0,8.0,2076,97,2,0.004928,0.0007210159770585826,101,102,1408,532512,0.01065024,8,1,1.6e-07,0.0106504,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1362,33,3,0.000224,0.07925234912000001,0.011595415977058583,0.000224,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1202,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0078,100,longmem_ssa,SSA,1,1,,1,2,1230,2.0,8.0,2076,97,2,0.004928,0.0007210159770585826,101,102,1639,623592,0.01247184,8,1,1.6e-07,0.012472,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1362,29,3,0.000222,0.09168895120000001,0.013415015977058582,0.000222,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1203,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0145,100,longmem_ssa,SSA,1,1,,1,2,1228,2.0,8.0,2076,97,2,0.004928,0.0007210159770585826,101,102,1633,619908,0.01239816,8,1,1.6e-07,0.012398320000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1362,33,3,0.000224,0.09119903273600001,0.013343335977058583,0.000224,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1204,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0233,100,longmem_ssa,SSA,0,0,,1,2,1186,2.0,8.0,2044,112,2,0.004984,0.0007292093404342482,101,102,1585,609628,0.01219256,8,1,1.6e-07,0.01219272,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1401,139,3,0.000294,0.090328233856,0.013215929340434248,0.000294,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1205,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0317,100,longmem_ssa,SSA,1,1,,1,2,1233,2.0,8.0,2076,97,2,0.004928,0.0007210159770585826,101,102,1631,634947,0.01269894,8,1,1.6e-07,0.012699100000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1362,33,3,0.000224,0.09325480388000001,0.013644115977058583,0.000224,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1206,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0426,100,longmem_ssa,SSA,0,0,,1,3,1782,2.0,8.0,4104,208,3,0.009872,0.001444372915081641,101,102,1651,646959,0.01293918,8,1,1.6e-07,0.01293934,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1515,225,3,0.000362,0.10078399863200001,0.014745712915081642,0.000362,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1207,qwen32b,qwen3-32b,s100/longmem_ssa/lm_10_a0442,100,longmem_ssa,SSA,1,1,,1,2,1231,2.0,8.0,2076,97,2,0.004928,0.0007210159770585826,101,102,1703,658663,0.013173260000000001,8,1,1.6e-07,0.013173420000000002,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1362,219,3,0.000336,0.09726218381600002,0.014230435977058585,0.000336,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1208,qwen32b,qwen3-32b,s100/longmem_ssa/lm_11_a0006,100,longmem_ssa,SSA,0,0,,1,2,1070,2.0,8.0,1966,76,2,0.00454,0.0006642476736700415,101,102,1629,622602,0.012452040000000001,9,1,1.8e-07,0.012452220000000002,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1317,222,3,0.000331,0.09191075205600002,0.013447467673670043,0.000331,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1209,qwen32b,qwen3-32b,s100/longmem_ssa/lm_11_a0388,100,longmem_ssa,SSA,0,0,,1,2,1080,2.0,8.0,1968,81,2,0.004584,0.0006706853163223503,101,102,1696,652795,0.0130559,11,1,2.2e-07,0.013056120000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1326,223,3,0.000333,0.09609595737600002,0.014059805316322352,0.000333,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1210,qwen32b,qwen3-32b,s100/longmem_ssa/lm_11_a0483,100,longmem_ssa,SSA,0,0,,1,2,1065,2.0,8.0,1965,76,2,0.004538,0.000663955053549482,101,102,1603,606459,0.01212918,9,1,1.8e-07,0.01212936,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1317,224,3,0.000332,0.08970890332800001,0.013125315053549483,0.000332,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1211,qwen32b,qwen3-32b,s100/longmem_ssa/lm_12_a0010,100,longmem_ssa,SSA,1,1,,1,2,1899,2.0,8.0,2842,144,2,0.006836,0.0010001755720723355,101,102,1588,610011,0.01220022,9,1,1.8e-07,0.0122004,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1458,236,3,0.00036,0.09268382191999999,0.013560575572072336,0.00036,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1212,qwen32b,qwen3-32b,s100/longmem_ssa/lm_12_a0148,100,longmem_ssa,SSA,1,1,,1,2,1904,2.0,8.0,2849,141,2,0.006826,0.0009987124714695382,101,102,1689,645730,0.0129146,9,1,1.8e-07,0.01291478,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1455,230,3,0.000356,0.09752912714400001,0.014269492471469539,0.000356,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1213,qwen32b,qwen3-32b,s100/longmem_ssa/lm_13_a0181,100,longmem_ssa,SSA,1,1,,1,3,2269,2.0,8.0,5524,160,3,0.012328,0.0018037104231286942,101,102,1620,607396,0.01214792,5,1,1.0000000000000001e-07,0.012148019999999999,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1374,225,3,0.000341,0.097687953896,0.014292730423128694,0.000341,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1214,qwen32b,qwen3-32b,s100/longmem_ssa/lm_16_a0128,100,longmem_ssa,SSA,1,1,,1,2,1168,2.0,8.0,1991,176,2,0.00539,0.0007886112249078246,101,102,1748,655663,0.01311326,9,1,1.8e-07,0.01311344,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1554,246,3,0.000381,0.09762179851200001,0.014283051224907825,0.000381,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1215,qwen32b,qwen3-32b,s100/longmem_ssa/lm_16_a0135,100,longmem_ssa,SSA,1,1,,1,2,1165,2.0,8.0,1990,176,2,0.005388,0.0007883186047872652,101,102,1766,678790,0.0135758,9,1,1.8e-07,0.013575980000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1554,246,3,0.000381,0.10078116690400002,0.014745298604787266,0.000381,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
1216,qwen32b,qwen3-32b,s100/longmem_ssa/lm_18_a0097,100,longmem_ssa,SSA,1,1,,1,3,2324,2.0,8.0,5325,209,3,0.012322,0.0018028325627670156,101,102,1606,617596,0.01235192,12,1,2.4e-07,0.012352160000000001,text-embedding-3-small,reconstructed_estimate_openclaw_chunks_and_queries,gpt-4o-mini,1611,201,3,0.000362,0.09922074076800001,0.014516992562767016,0.000362,results.json,longmemeval_fixed2k_openclaw_doc_qwen32b_fidelity_otherapi_p3_remaining990_20260423_v1
